"ID","mn","mx","sos","rsp","eos","rau","dos","lat","lon","maxDOY","doe","AGDD"
68493,0.178706090387113,0.814569291094837,172.446200256581,0.178918599987936,271.336809156952,0.0812734756327067,112,43.2753462563671,-92.8000802631378,207,138,105.824090175793
94326,0.239288031956445,0.767890677000464,177.074353155376,0.190013267841657,258.084570992599,0.219717396512041,148,37.5634257266477,-89.6171028251648,221,146,0
79704,0.151290587221385,0.807614291527807,149.068169641711,0.274775614161132,252.180856936887,0.183346814163933,120,39.038569661849,-88.140971660614,192,126,70.97554847899
80099,0.103288868026335,0.846698614611956,164.137198689464,0.132088749879216,259.170668610106,0.116958276061223,137,43.0590444392802,-92.27817603302,210,119,0
93915,0.146347525299789,0.808528474463471,165.072031531646,0.7128388991978,267.392799993975,0.140815106105849,112,41.3423914074051,-90.4203128814697,185,156,256.527932450142
94307,0.172925433388864,0.815162833043439,188.085147381206,0.183497123154888,265.526985585543,0.181086456117463,153,38.6142885046538,-88.2021903991699,228,155,37.852400117869
93942,0.267458209613775,0.809694465985303,186.785548127862,0.29774146896146,268.042275696885,0.337349516173493,138,38.8549486532364,-87.0174843902588,231,166,325.825038465209
94687,0.053401734915853,0.796857395481232,178.322761514362,0.121451535178532,280.298977535417,0.085549001855706,128,44.7023859515165,-95.1828062306157,223,130,0.975115324672032
68120,0.145322723573448,0.763724408669247,161.49275859527,0.953981681502446,262.19387733015,0.187807515611925,105,41.0057793890973,-89.7532088394165,181,155,294.862110968778
79487,0.130663227647216,0.822086632085311,150.567229121222,0.206768743254755,251.82779463734,0.0920428700171815,121,40.782260029118,-89.7524063949585,185,120,0
67941,0.155047923603439,0.797263307209071,159.701048977802,0.578386271452938,265.866391559545,241.104163903108,105,38.6994440803217,-87.1696172485352,225,149,358.646055911335
79770,0.152127641975605,0.835684186541137,167.939011133445,0.229954494170177,261.966913638155,0.147582920127882,139,42.3163607438709,-90.9766931171417,207,140,12.2004740735794
94542,0.146160250247516,0.787696527561748,161.726148674856,0.185810171212971,266.950838844445,0.299611670268404,113,40.5845425135772,-88.4147179643912,227,129,59.1852597516724
57920,0.146007434586426,0.812499810095202,143.299731228701,0.281699998651769,291.166522156398,0.236860378783747,151,41.7635655961627,-89.8640292053223,212,121,0
68076,0.14368963877459,0.806297197444375,106.476194240727,0.415736425640982,259.371581463119,0.14452674285091,116,40.8912611091707,-89.3124961853027,149,91,0
80088,0.117699830892438,0.84354978059172,155.742860929508,0.188809942443716,252.26000891803,0.0533915258713283,118,41.8775943890836,-94.7098881835938,183,123,39.7621833244957
79338,0.123762392548905,0.833720501144112,148.686686558431,0.151918169725107,249.354345761192,0.117146069645663,120,42.0385204769255,-92.0850355262756,194,109,0
67979,0.170057153060149,0.769518327765004,173.127349837732,0.981506606111078,277.960561560422,14.9901317832061,115,41.1473489327689,-90.7201344604492,212,167,418.128627106546
79762,0.144912738640751,0.809206642084163,156.910814106086,0.0989169405694268,257.512137687816,0.0981865791492952,118,42.6587649051964,-91.7275851135254,208,101,0
94339,0.136758651522348,0.807574143959545,125.232998661828,14.8199829978559,266.577910071295,0.122213280756011,116,40.3444508013637,-95.3936004638672,128,125,27.5676146691877
71437,0.137123161685477,0.797746858914515,165.313983196414,0.297247651072835,268.209461840829,0.176026702019216,128,42.761117757644,-92.3648650283813,206,144,95.6229923877795
93893,0.0504604657723817,0.87729008822534,173.480454216272,0.0883861787096828,274.5483104373,0.0681150509924327,135,44.3151588417899,-94.2024292221069,220,110,0
94034,0.191915292178484,0.843707174491092,175.520142167076,0.148615259314492,255.538306815964,0.0675383709198532,137,39.7390921159234,-95.1042737236023,205,136,0
93891,0.0819357582609156,0.810122918222656,189.798622860853,0.436130888151726,274.537419721842,0.0894227299535803,136,43.6802297973597,-94.4535398483276,208,175,311.202049985314
80557,0.133017650223084,0.805091634512529,160.897802035382,1.81323257248352,260.039790677626,0.0954050667639826,130,42.9705226180706,-95.4902259306561,168,158,293.573030557835
94701,0.0964398620324395,0.842644470100263,170.499032980662,0.13663444545669,268.332636293088,0.100804860723835,127,42.6980812523498,-94.2494773864746,214,126,0
80013,0.128783966897932,0.823470461968732,155.003194157759,0.193577591876661,254.094827630993,2.27716201221399,127,41.4099688227541,-89.8349013432903,246,123,0
79994,0.257970139892217,0.760146918715095,163.926194001818,0.222830709302618,245.524350685485,1.88436253188283,128,38.014239549898,-88.8950736160278,237,137,144.137082702732
68155,0.15383344077773,0.806275343456473,169.652501192271,0.541019288790597,265.391161471952,0.13503305209274,116,40.0480812625313,-89.4369494996626,192,158,321.673873466778
93714,0.14190978743036,0.850384509810263,168.463996717955,0.159477698771669,271.028296151221,0.0962324515245259,113,41.7229587847927,-95.1119747022896,210,130,26.7752627233212
67980,0.153585230111121,0.829995745296972,159.47739789693,36.0806707899295,254.706958202795,0.120759670202269,114,41.2329929476225,-91.0408837432861,161,NA,0
93778,0.0907346101144513,0.887754083795008,189.718933042255,0.0724368616240065,271.504011797392,0.107808047054564,124,42.7403429439,-95.1499847425769,237,116,0
70433,0.125084542069625,0.839508152672304,176.882905404855,0.116188316873883,258.929233675723,0.100544372061134,108,39.2486115257371,-93.8786673614663,217,127,79.0965967633471
94452,0.124142977272026,0.818647757482478,171.019641983789,0.153999158190255,272.731908374705,0.104041379088459,135,42.6135016169096,-91.8205547332764,215,132,0
95359,0.169774779802306,0.71167639180391,192.362870313145,0.268912603925148,287.016771804614,0.224320283379469,136,43.1348149587063,-84.4515609741211,237,169,224.263474141945
68246,0.156299191224398,0.775399055014351,155.92203231463,24.1288791377397,277.140360575427,0.0975480834643853,127,42.4741186481969,-95.9198431781941,158,156,214.521783321555
68224,0.141332029894325,0.779654421983597,159.074626343779,0.84397433180953,282.791578757504,0.255755227179611,128,41.6194206591468,-90.898404800415,190,152,171.32996216035
79440,0.123528012737309,0.82024420779013,159.196244760291,0.104812355381726,266.605930677752,0.081093845720026,122,45.4173366637381,-93.9963167266824,208,105,0
80303,0.217626389343846,0.780925941983756,170.657585168143,0.217351251639401,257.501804854689,0.162181859085532,130,41.7922086352107,-86.1484079723358,210,143,90.7461968801799
93725,0.0735481367725667,0.832030759938177,167.436396461964,0.122497447496261,277.468815464867,0.0782596623408146,116,43.8192593748012,-93.4775797743878,214,119,0
